Item,Description,Type,Lot No.,Exp Date,Cost,Quantity On Hand,Quantity On Sales Order,Quantity On Purchase Order,U/M
Antone Products:Antone Consumables:Ref Elec (21G319),DH Reference Electrode (21G319),Inventory Part,,," 4,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Consumables:Ref Elec (22C344),DH Reference Electrode (22C344),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (22C345),DH Reference Electrode (22C345),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (22L345),DH Reference Electrode (22L345),Inventory Part,,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (22L363),DH Reference Electrode (22L363),Inventory Part,,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (22L364),DH Reference Electrode (22L364),Inventory Part,,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (22L367),DH Reference Electrode (22L367),Inventory Part,,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (23K121),DH Reference Electrode,Inventory Part,23K121,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (23K122),DH Reference Electrode,Inventory Part,23K122,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (23K123),DH Reference Electrode,Inventory Part,23K123,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (23K124),DH Reference Electrode,Inventory Part,23K124,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (23K125),DH Reference Electrode,Inventory Part,23K125,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (24C287),DH Reference Electrode,Inventory Part,24C287,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (24C288),DH Reference Electrode,Inventory Part,24C288,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (24C289),DH Reference Electrode,Inventory Part,24C289,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (24C290),DH Reference Electrode,Inventory Part,24C290,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (24C291),DH Reference Electrode,Inventory Part,24C291,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (24J120),DH Reference Electrode,Inventory Part,24J120,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (24J121),DH Reference Electrode,Inventory Part,24J121,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (24J122),DH Reference Electrode,Inventory Part,24J122,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (24J124),DH Reference Electrode,Inventory Part,24J124,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (24J125),DH Refrence Electrode,Inventory Part,24J125,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (24J126),DH Reference Electrode,Inventory Part,24J126,," 4,900.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (25B170),DH Reference Electrode,Inventory Part,25B170,," 4,900.00 ",2.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (25B171),DH Reference Electrode,Inventory Part,25B171,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (25B172),DH Reference Electrode,Inventory Part,25B172,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (25B173),DH Reference Electrode,Inventory Part,25B173,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (25B174),DH Reference Electrode,Inventory Part,25B174,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (25B175),DH Reference Electrode,Inventory Part,25B175,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (25B176),DH Reference Electrode,Inventory Part,25B176,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (25B177),DH Reference Electrode,Inventory Part,25B177,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (25B178),DH Reference Electrode,Inventory Part,25B178,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (25B179),DH Reference Electrode,Inventory Part,25B179,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (25B180),DH Reference Electrode,Inventory Part,25B180,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (25B181),DH Reference Electrode,Inventory Part,25B181,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (25B182),DH Reference Electrode,Inventory Part,25B182,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (25B183),DH Reference Electrode,Inventory Part,25B183,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (25B184),DH Reference Electrode,Inventory Part,25B184,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (25B185),DH Reference Electrode,Inventory Part,25B185,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (25B186),DH Reference Electrode,Inventory Part,25B186,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (25B217),DH Reference Electrode,Inventory Part,25B217,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (25B218),DH reference Electrode,Inventory Part,25B218,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref Elec (25B219),DH Reference Electrode,Inventory Part,25B219,," 4,900.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref. Elec (22G245),DH Reference Electrode,Inventory Part,22G245,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref. Elec (22G246),DH Reference Electrode (22G246),Inventory Part,,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref. Elec (22G247),DH Reference Electrode (22G247),Inventory Part,,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref. Elec (22G248),DH Reference Electrode,Inventory Part,22G248,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref. Elec (22G249),DH Reference Electrode (22G249),Inventory Part,,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref. Elec (23F370),DH Reference Electrode,Inventory Part,23F370,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref. Elec (23F371),DH Reference Electrode,Inventory Part,23F371,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref. Elec (23F372),DH Reference Electrode,Inventory Part,23F372,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref. Elec (23F373),DH Reference Electrode,Inventory Part,23F373,," 4,550.00 ",-1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref. Elec (23F374),DH Reference Electrode,Inventory Part,23F374,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref. Elec (23F375),DH Reference Electrode,Inventory Part,23F375,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref. Elec (23F376),DH Reference Electrode,Inventory Part,23F376,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref. Elec (23F377),DH Reference Electrode,Inventory Part,23F377,," 4,550.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref. Elec (23F378),DH Reference Electrode,Inventory Part,23F378,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref. Elec (23F379),DH Reference Electrode,Inventory Part,23F379,," 4,550.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref. Elec (23F380),DH Reference Electrode,Inventory Part,23F380,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref. Elec (23F381),DH Reference Electrode,Inventory Part,23F381,," 4,550.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref. Elec (23F382),DH Reference Electrode,Inventory Part,23F382,," 4,550.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Consumables:Ref. Elec (24J123),DH Reference Electrode,Inventory Part,24J123,," 4,900.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Equipment,,Inventory Part,,, 0.00 ,0.00,0.00,0.00,
Antone Products:Antone Equipment:DH505 (20210707),DH505 Electrolyte Analyzer SN: 20210707,Inventory Part,,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20210708),DH505 Electrolyte Analyzer SN:20210708,Inventory Part,,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20210709),DH505 Electrolyte Analyzer SN:20210709,Inventory Part,,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20210934),DH505 Electrolyte Analyzer - DR18041 OM CEBU,Inventory Part,20210934 - DR18041 OM CEBU,DR18041 OM CEBU," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20210935),DH Electrolyte Analyzer (20210935),Inventory Part,,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20220318),DH505 Electrolyte Analyzer  (20220318),Inventory Part,,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20220324),DH505 Electrolyte Analyzer,Inventory Part,20220324,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20221223),DH505 Electrolyte Analyzer,Inventory Part,20221223,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20221227),DH505 Electrolyte Analyzer,Inventory Part,20221227,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20221228),DH505 Electrolyte Analyzer,Inventory Part,20221228,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20221229),DH505 Electrolyte Analyzer,Inventory Part,20221229,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20221231),DH505 Electrolyte Analyzer,Inventory Part,20221231,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20221232),DH505 Electrolyte Analyzer,Inventory Part,20221232,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20221233),DH505 Electrolyte Analyzer,Inventory Part,20221233,, 0.00 ,0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20230654),DH505 Electrolyte Analyzer-DR16981 ALEJANDRO CEBU,Inventory Part,20230654 - DR16981 ALEJANDRO C,DR16981 ALEJANDRO C," 82,550.00 ",0.00,1.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20230655),DH505 Electrolyte Analyzer,Inventory Part,20230655,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20230656),DH505 Electrolyte Analyzer,Inventory Part,20230656,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20230657),DH505 Electrolyte Analyzer,Inventory Part,20230657,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20230658),DH505 Electrolyte Analyzer,Inventory Part,20230658,," 82,550.00 ",1.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20231101),DH505 Electrolyte Analyzer,Inventory Part,20231101,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20231102),DH505 Electrolyte Analyzer,Inventory Part,20231102,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20231103),DH505 Electrolyte Analyzer,Inventory Part,20231103,," 82,550.00 ",0.00,1.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20231104),DH505 Electrolyte Analyzer,Inventory Part,20231104,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20231105),DH505 Electrolyte Analyzer,Inventory Part,20231105,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20231106),DH505 Electrolyte Analyzer,Inventory Part,20231106,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20231107),DH505 Electrolyte Analyzer,Inventory Part,20231107,," 82,550.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20250215),DH505 Electrolyte Analyzer,Inventory Part,20250215,," 88,900.00 ",0.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20250216),DH505 Electrolyte Analyzer,Inventory Part,20250216,," 88,900.00 ",1.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20250217),DH505 Electrolyte Analyzer,Inventory Part,20250217,," 88,900.00 ",1.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20250218),DH505 Electrolyte Analyzer,Inventory Part,20250218,," 88,900.00 ",1.00,0.00,0.00,unit (unit)
Antone Products:Antone Equipment:DH505 (20250219),DH505 Electrolyte Analyzer,Inventory Part,20250219,," 88,900.00 ",1.00,0.00,0.00,unit (unit)
Antone Products:Antone Parts,,Inventory Part,,, 0.00 ,0.00,0.00,0.00,
Antone Products:Antone Parts:Control Board,Biobase Control Board for BKQ-Z,Inventory Part,,," 5,330.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:DH Amplifier,DH505 Amplifier Board  Assembly,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:DH Complete Tube Set,DH505 Complete Tube Set w/ Connectors,Inventory Part,,," 4,550.00 ",3.00,0.00,0.00,Set (set)
Antone Products:Antone Parts:DH505 main board,DH505 Main Board w/out CPU (1X14.05 1X14.12),Inventory Part,,, 0.00 ,5.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:DHAmplifierBoard,DH505  Amplifier Board,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:DHLiquidSensor,DH505 Liquid Sensor,Inventory Part,,," 1,300.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:DHMainBoard,DH505 Main Board with CPU (V17.03X1.V15.10X1),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:DHPowerSupply,DH505 Power Supply,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:DHPrinterHead,DH505 Printer Head Assembly,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-107 (1005007),DH Reference Electrode (1005007),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I01 (808058),DH K Electrode,Inventory Part,808058,," 4,225.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I02 (808034),DH Na Electrode,Inventory Part,808034,," 4,225.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I03 (808074),DH Cl Electrode,Inventory Part,808074,," 3,900.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I06 (802109),DH pH Electrode,Inventory Part,802109,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (1005008),DH Reference Electrode  (1005008),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (1912042),DH Reference Electrode (1912042),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (709212),DH Reference Electrode (709212),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (709214),DH Reference Electrode (709214),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (709215),DH Reference Electrode (709215),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (709216),DH Reference Electrode (709216),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (709218),DH Reference Electrode (709218),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (802115),DH Reference Electrode (802115),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (802116),DH Reference Electrode (802116),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (802118),DH Reference Electrode (802118),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (802121),DH Reference Electrode (802121),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (802122),DH Reference Electrode (802122),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (808006),DH Reference Electrode (808006),Inventory Part,,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (808007),DH Reference Electrode (808007),Inventory Part,,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (808008),DH Reference Electrode (808008),Inventory Part,,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (808009),DH Reference Electrode (808009),Inventory Part,,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (808010),DH Reference Electrode (808010),Inventory Part,,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (808011),DH Reference Electrode (808011),Inventory Part,,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (808012),DH Reference Electrode (808012),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (906171),DH Reference Electrode (906171),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (906172),DH Reference Electrode (906172),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (906173),DH Reference Electrode (906173),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (906174),DH Reference Electrode (906174),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (906175),DH Reference Electrode (906175),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (906176),DH Reference Electrode (906176),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (906177),DH Reference Electrode (906177),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-I07 (906178),DH Reference Electrode (906178),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-P01,DH Pump Tube,Inventory Part,,, 520.00 ,21.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:ISE-P01 (RR-00144),DH Pump Tube,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:Keypad,DH505 Keypad (old version),Inventory Part,,," 2,600.00 ",0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:Liquid Sensor,DH505 Liquid Sensor,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Antone Products:Antone Parts:Pinch Valve,DH505 Pinch Valve,Inventory Part,,," 6,500.00 ",1.00,0.00,0.00,pc (pc)
Antone Products:Antone Reagents,,Inventory Part,,, 0.00 ,0.00,0.00,0.00,
"Antone Products:Antone Reagents:Cal-1 (230626 (1), 2025-06-25)",DH Cal-1 480ml,Inventory Part,230626 (1),2025-06-25, 0.00 ,0.00,0.00,0.00,bottle (bottle)
"Antone Products:Antone Reagents:Cal-1 (240314, 2026-03-13)",DH Cal-1 480ml,Inventory Part,240314,2026-03-13, 0.00 ,0.00,0.00,0.00,bottle (bottle)
"Antone Products:Antone Reagents:Cal-1 (240913, 2026-09-12)",DH Cal-1 480ml,Inventory Part,240913,2026-09-12, 875.00 ,1.00,1.00,0.00,bottle (bottle)
"Antone Products:Antone Reagents:Cal-1 (240921, 2026-09-20)",DH Cal-1 480ml,Inventory Part,240921,2026-09-20," 2,000.00 ",0.00,0.00,0.00,bottle (bottle)
"Antone Products:Antone Reagents:Cal-1 (250208, 20270207)",DH Cal-1 480ml,Inventory Part,250208,2027-02-07, 875.00 ,113.00,3.00,0.00,bottle (bottle)
"Antone Products:Antone Reagents:Cal-2 (230626(2), 2025-06-25)",DH Cal-2 200ml,Inventory Part,230626(2),2025-06-25, 0.00 ,2.00,2.00,0.00,bottle (bottle)
"Antone Products:Antone Reagents:Cal-2 (240312, 2026-03-11)",DH Cal-2 200ml,Inventory Part,240312,2026-03-11, 0.00 ,0.00,0.00,0.00,bottle (bottle)
"Antone Products:Antone Reagents:Cal-2 (240911, 2026-09-10)",DH Cal-2 200ml,Inventory Part,240911,2026-09-10, 875.00 ,12.00,5.00,0.00,bottle (bottle)
"Antone Products:Antone Reagents:Cal-2 (250206, 2027-02-05)",DH Cal-2 200ml,Inventory Part,250206,2027-02-05, 875.00 ,120.00,0.00,0.00,bottle (bottle)
"Antone Products:Antone Reagents:Cal-2 (411120, 2025-11-23)",DH Cal-2 200ml,Inventory Part,411120,2025-11-23," 2,000.00 ",0.00,0.00,0.00,bottle (bottle)
"Antone Products:Antone Reagents:Clea Sol (220826, 2024-08-25)",DH Cleaning Solution 4x10ml,Inventory Part,220826 (EXPIRED),2024-08-25, 715.00 ,1.00,1.00,0.00,kit (kit)
"Antone Products:Antone Reagents:Clea Sol (230621, 2025-06-20)",DH Cleaning Solution 4x10ml,Inventory Part,230621,2025-06-20, 715.00 ,0.00,0.00,0.00,kit (kit)
"Antone Products:Antone Reagents:Clea Sol (240306, 2026-03-05)",DH Cleaning Solution 4x10ml,Inventory Part,240306,2026-03-05, 715.00 ,0.00,0.00,0.00,kit (kit)
"Antone Products:Antone Reagents:Clea Sol (240911, 2026-09-10)",DH Cleaning Solution 4x10ml,Inventory Part,240911,2026-09-10, 770.00 ,6.00,0.00,0.00,kit (kit)
